f_id,i_id,disp.ratio_median_02,ela_distr.number_of_peaks,ela_distr.skewness,ela_level.lda_mda_10,ela_level.lda_mda_25,ela_level.lda_mda_50,ela_level.lda_qda_10,ela_level.lda_qda_25,ela_level.lda_qda_50,ela_level.mmce_lda_10,ela_level.mmce_lda_25,ela_level.mmce_lda_50,ela_level.mmce_mda_50,ela_level.qda_mda_25,ela_level.qda_mda_50,ela_meta.lin_simple.adj_r2,ela_meta.lin_simple.coef.max_by_min,ela_meta.lin_simple.coef.min,ela_meta.lin_w_interact.adj_r2,ela_meta.quad_simple.cond,ic.eps.ratio,nbc.nb_fitness.cor,nbc.nn_nb.cor,pca.expl_var.cor_init,pca.expl_var.cov_init,pca.expl_var_PC1.cor_x
11.0,1.0,0.11140780679140284,0.07276067967786488,-0.09033564474894025,-0.00047262307244841226,0.02781235385676217,0.12408652739535923,0.018636770689426343,0.04529059605102394,0.015363599389616988,-0.007335420720304338,-0.0021265860323218602,-0.0016700492203739232,-0.01303320690538247,0.004453473233917541,0.01669810117153608,0.031499475317977706,0.029321265434126133,-0.05284418914801941,-0.08698098238486562,0.04565099915957993,0.05987258939801245,0.04886762880271437,0.007048505242595069,0.0010963080539299263,0.2340578961828658,0.039384453817235085
12.0,1.0,0.07240815668070028,0.03197406731056515,-0.21485813741182702,-0.0076074464522627415,0.016195449775671326,-0.006240923304081704,0.011338429628369187,0.0005872316294132967,-0.010322777941593938,-0.010683827617534117,-0.00223421193504758,-0.006700991385141786,-0.018075960515916215,-0.018958953543251635,-0.001979053337261432,0.025601475357690723,-0.030850445634856,-0.07081411243306976,-0.10985453152481935,0.02083152693271758,-0.16700008396524474,-0.044116526652951786,-0.03877326120734239,-0.0006386635754783692,-0.46696462147062545,-0.01400489348626704
13.0,1.0,-0.16218473409683842,0.03163615187855206,-0.24393175034768155,-0.061139809925719296,-0.005532157048815239,-0.02337484494986762,-0.01812855060396645,-0.008821261189235112,-0.022116267844185997,-0.008234050364012466,-0.025448855962009766,-0.0035168904577794974,-0.011229471655123181,-0.015445587944182175,-0.001953934330645565,-0.033017412053793854,-0.01241886191627085,-0.0817775327108443,0.09192000022447003,-0.008008102945865691,-0.16096221311227613,-0.05414906429409247,-0.006367155302856689,-0.008048943554689983,-0.5059965821292597,0.007180098464105867
14.0,1.0,-0.1563848376770846,0.03739057292026427,-0.2292916794296087,-0.0586357705124153,-0.0022604912099321948,-0.00946668215907118,-0.0074714784441664,-0.008131625251569189,-0.015676498126138992,-0.0038876969289203377,0.009020071519975087,-0.006900674577519286,-0.02884455619597584,0.06614944297045054,-0.009937346399090677,-0.026267359462737058,-0.03351826222671443,-0.0724284716914395,-0.10996745123289255,-0.00011141455088706955,-0.16178638765778716,-0.050231949281492244,-0.008850892298142666,-0.00033384978280134414,-0.44635400389868324,-0.00649203093984333
15.0,1.0,-0.16292424849815132,-0.2918996168717376,0.04122850381984604,-0.03234181761581191,-0.02614461259349789,-0.027747089945827422,0.013443341105262685,-0.01037539371595301,-0.02513214279015497,-0.009434159421806403,-0.012118088973535368,-0.006143524523761237,-0.028698839212120058,-0.014102135632422377,-0.0035466319428636957,0.005377299963969633,-0.06891921062111021,-0.05494626415484329,-0.13804907981163891,0.0277344615330169,0.021902666257806493,0.006787623741064747,-0.013375682212837156,-0.002342484478622508,0.15104936825632176,-0.039681524697121134
16.0,1.0,0.03574746629989274,0.03877155770286457,-0.13267943947835134,-0.009967462516360676,0.01136834576171937,-0.010050011305813095,0.011452203040712029,0.02947100666235784,-0.011993676831089017,-0.012708342796855607,-0.0030875144112408525,-0.0008969696560742606,-0.014712539735583058,-0.03014264000288597,-0.006610102367053338,0.027128326431365694,-0.008997597356754055,-0.0698157849439531,-0.10986817253957372,0.028329694819386998,-0.15652272348827356,-0.02121103079937211,-0.007395263095214087,-0.0008503360287320065,-0.4380019091239008,-0.02091465254263015
17.0,1.0,0.06427086875850646,0.08516552793439629,0.12026923761178898,-0.010662173857979159,0.006834849911611528,0.010775033497627725,-0.01270659311021503,0.0013380051243833796,0.022758333359624586,-0.006412482688830394,0.0050708846563308,-0.000526744349315605,0.14669065513242904,0.044346711116658395,0.02437781252561717,0.01906998102303242,0.03865807750349862,0.1323526258817211,0.35938121573194,0.05900890755934556,0.117674860531965,0.06031218881977967,0.03810388150082816,-0.006215760578375774,0.2330542721062101,-0.004168449554147658
18.0,1.0,0.04286315638299218,0.08391300721996685,0.013757190749197543,-0.01393205912716991,-0.03178601081526694,-0.0029392534513316367,0.011707550870877128,-0.02286280906722397,0.02342839740719655,-0.007431845508796293,-0.0033533594825629716,-0.0001856806005920097,-0.029772210933453665,-0.00015036107688968592,0.01525203704207208,0.005518781307896282,-0.015191796166154908,0.018162537383887248,-0.12802458348371928,-0.07482795090843071,0.13105204968809045,-0.035501324973206495,-0.015284735607577975,-0.008431088153382636,0.19332333540912397,-0.020359292939921503
19.0,1.0,-0.03842247965476993,-0.25439535118675105,0.012942381713949938,-0.028690794326854265,-0.023748459809528697,-0.003202657828105199,-0.052898097753668084,-0.025369744301989152,-0.023241746185072926,-0.015878690352343235,-0.012487963017948828,-0.0010661235978264108,0.000849764572060585,-0.04814597581060105,-0.011964968422487324,-0.022598550767701356,-0.028130076137716304,-0.07593697232656232,-0.02287100163543264,-0.11084431798630294,-0.0009346656893288424,0.0048334704729276114,0.00459554009533851,-0.0016797761666140683,0.13879656439443183,0.015016070592271826
20.0,1.0,0.026332446693536734,-0.2701810640393313,0.032302380325776536,-0.013218553241196222,-0.00404933408511062,-0.010409594651168653,-0.0492006475915649,0.006137365273904027,0.010978307155370669,-0.009388704417958714,-0.006726317492607539,0.0013087868810815059,0.06824797421180236,-0.025856008245571747,-0.0072762332760058016,-0.006730751404665229,-0.05613781997256654,0.18062733046449303,-0.16271758375300344,-0.10975603405694621,0.09296603638300399,-0.014844983608096819,-0.018215110205524316,-0.009921746226719813,0.14244155563019073,-0.009278109947298302
21.0,1.0,0.04852014796969651,0.029091008126206658,0.0796566946888524,-0.021326957777838752,-0.023450303070552313,0.012092460276926216,-0.03669303283566266,-0.0002706998979193645,-0.004282278127792044,-0.0054098170263326495,-0.0019971862098066484,0.010232931123533937,-0.00011683175756288023,0.016378517525358207,0.0010309622857047223,-0.004909170266880178,-0.011225254364129163,0.12551285730459943,0.3680760592507992,0.006747181096628565,0.08561697191449776,0.014875086193372914,0.01742529153383104,0.007551587186887934,0.20118252448490143,-0.007808128654365585
22.0,1.0,0.016601159484577566,-0.23325825762199145,0.05763660786451698,-0.011003965657351202,-0.009413985351424226,-0.0022470490445496948,0.00404010845607927,-0.011665469836458307,-0.004722037080783766,-0.005298992077456765,-0.0001351870109931781,-0.003785991631787546,0.016204088428651443,-0.009933506090425646,0.009243043068062748,0.01838219524480727,-0.045780234709870776,-0.0603000542329051,-0.11575667799701814,-0.075943234224075,0.015709437543313918,0.014957438690928238,0.00013709644358720122,-0.002829172044659512,0.15218917088128123,-0.0426671285171037
24.0,1.0,-0.05378954728352783,0.0749642289388063,0.11902222199818058,-0.005393847350713338,0.008764685101883104,0.015716451278430726,0.00424768296714639,-0.00032108518568815125,-0.005247318344051774,0.005435398535684708,0.0022437945291067514,0.023213816029575177,0.0030834240671363767,0.03655681790988057,0.0012778129594953373,-0.015149171027696931,-0.004732062775531077,-0.06167098348933764,0.3089166282577878,0.03691885032925032,0.005849071093916867,0.024436546498682248,-0.004704778690538683,-0.0016925260473147439,0.23261705105469532,0.01922086079093401
25.0,1.0,0.05253715028007181,0.060504070358004855,0.09870243693780487,-0.011673815708790548,-0.027604533462052078,0.015689634247633713,0.0025259518082697634,0.011812046127143032,0.0470651311870888,-0.003927534532389431,-0.0029162685868915263,-0.0027061714852808887,-0.012822581734208227,0.06090776364556063,0.012026232570337327,0.02600362424605399,0.008613286356896146,-0.05853141362248892,0.07403695007527156,0.04563067861063816,0.0021436460610273597,-0.012373899023848898,0.021916919260861527,0.0008707295342340665,-0.24157965208478518,0.01687819143687973
26.0,1.0,-0.011416196165453269,0.09056034867948339,0.10293160194331964,-0.04413805886903031,0.022935966520528157,-0.0002658395693029386,0.011947774278597308,0.0106140922993861,0.028060299893609877,0.05020478144970769,-0.015985943813947263,0.003116945747788568,-0.02699763411027078,0.006419149360684983,0.004851253935622581,0.011263290960398332,0.021158024907309253,-0.05452665237653163,-0.09243479978291273,0.01780935102692543,0.042502110255466026,0.012460753325303497,0.016347446952242408,-0.003988132638979444,0.19975941652278895,-0.015554360342269046
27.0,1.0,0.035764406166125945,0.07981091250148721,0.12874344245985164,-0.036358934362234564,0.02952840301503496,0.0006807687554997127,0.01529503058277066,0.007227582632345717,0.03338741353774735,0.05159641726405238,0.005603358094272199,-0.005271643426618277,-0.010532977271118819,0.010496603555189539,0.0005462491533712247,0.008032233087775856,0.00561821307879851,-0.052813271921442244,0.03262387487498081,0.04977432697612462,0.017268150738980255,0.028236137288104594,0.02394796816891224,-0.0017191531648355742,0.21028804731705908,0.02596132218558408
28.0,1.0,0.10602097645002118,0.07777715459083563,0.11887608411379842,-0.029685365590064097,0.0260998652986594,0.005291038529027013,0.0061384355117927196,0.019993686957177268,-0.0009522401838366074,-0.0005079566108352483,0.022916158169781098,0.03424285000784695,0.015324003549536698,0.058772428004476164,0.01030039549940567,0.0039018282234801385,0.023079245684484214,-0.03514363914130744,-0.09341533941848354,0.02373346391129488,0.047278431549749,0.03596058283287515,0.034107132793517875,-0.0058454203830000445,0.21593834577059126,-0.005232461924247823
29.0,1.0,0.1210047055884605,0.07177185889629832,0.12947650188730056,-0.011226215209155227,0.036919396776787204,0.002929931053639159,0.016946638100738043,0.008606349191503783,-0.00335669326922941,0.03437007343380845,0.012159665170441172,0.007779854347991359,-0.005780150479244661,0.03748805637041889,0.0017942738477324336,-0.003227524908736651,0.031001119509256124,0.036825054269043644,0.08147399710415627,0.05071158441091881,0.11256397368420697,0.054420273535461416,0.026449297306221094,0.006265634191029941,0.2315258929093314,-0.009679503635262605
30.0,1.0,0.05350080174020601,0.07757560513493197,0.11317592699829158,-0.013630312674321082,0.021255535770655243,0.005634376210970459,-0.02708830415135382,-0.006397886642023302,-0.0037783350195802,-0.0023703164371275463,0.027613155565304283,-0.005734950947661285,-0.014051820885170931,0.06324061138454361,-0.0041445369480691795,-0.014187353832538548,0.017258629636789244,0.12972076105707145,0.08023704742155867,0.05396688567260723,0.08529284935172586,0.03014400384894628,0.019036899611837476,0.003200898800896201,0.2125818416139123,0.018496879702069244
