feature_name,feature_importance,rank,fold_number
pca.expl_var_PC1.cor_init,0.050277832448158026,9,3
nbc.nb_fitness.cor,0.045709937408610644,10,3
ela_meta.quad_simple.cond,0.0414705392645314,11,3
ela_distr.number_of_peaks,0.032457001070591976,12,3
ela_level.lda_mda_10,0.028340684031332615,13,3
ela_level.lda_mda_25,0.02824998385875484,14,3
ela_level.lda_mda_50,0.026645921163972967,15,3
ela_meta.lin_simple.coef.max_by_min,0.025248379037553326,16,3
ela_level.lda_qda_10,0.01998480109781668,17,3
ela_level.mmce_lda_25,0.019375229417004505,18,3
ela_level.qda_mda_50,0.01745668677912029,19,3
nbc.nn_nb.cor,0.017081397810956602,20,3
ela_level.mmce_mda_10,0.016298875651901596,21,3
ela_level.mmce_mda_50,0.01410488070531612,22,3
ela_level.mmce_lda_50,0.012218582026359899,23,3
ela_level.lda_qda_50,0.011469912457926893,24,3
ela_level.lda_qda_25,0.008281214936118627,25,3
pca.expl_var.cor_init,0.0009912273152354494,26,3
ic.eps.s,0.24553472735163218,1,4
ela_meta.lin_simple.coef.min,0.15904997206406488,2,4
ela_meta.lin_w_interact.adj_r2,0.1433849758367181,3,4
pca.expl_var.cov_init,0.1011635545366378,4,4
disp.ratio_median_02,0.0811730110430925,5,4
ela_distr.skewness,0.04739987612777319,6,4
ela_distr.number_of_peaks,0.04268073527969814,7,4
ela_level.lda_mda_10,0.040554452174173757,8,4
ela_meta.quad_simple.cond,0.03917663610971091,9,4
ela_level.qda_mda_25,0.03614509946522828,10,4
ela_meta.lin_simple.coef.max_by_min,0.03602410918426344,11,4
ela_level.lda_mda_25,0.03364288231344593,12,4
nbc.nn_nb.cor,0.033496275878867485,13,4
nbc.nb_fitness.cor,0.03237755916130012,14,4
pca.expl_var_PC1.cor_x,0.03091359718168621,15,4
ela_level.mmce_lda_10,0.022676301203415943,16,4
ela_level.mmce_lda_25,0.01819037717125058,17,4
ela_level.qda_mda_10,0.017209265896014007,18,4
ela_level.lda_qda_50,0.017101798140932423,19,4
ela_level.lda_mda_50,0.017059887917766022,20,4
ela_level.qda_mda_50,0.014684749256982285,21,4
ela_meta.lin_simple.adj_r2,0.014428179576142714,22,4
ela_level.mmce_lda_50,0.010742514741177673,23,4
ela_level.lda_qda_25,0.0093306772771556,24,4
ela_level.mmce_mda_50,0.005512784252690817,25,4
pca.expl_var.cor_init,0.0014498050760662305,26,4
ic.eps.s,0.2126523301789183,1,5
ela_meta.lin_w_interact.adj_r2,0.15628866420784343,2,5
ela_meta.lin_simple.coef.min,0.12769172287998157,3,5
pca.expl_var.cov_init,0.11808745216163431,4,5
ela_distr.skewness,0.06063583718004757,5,5
nbc.nn_nb.mean_ratio,0.05147423944863262,6,5
ela_meta.lin_simple.coef.max_by_min,0.04915412322986218,7,5
ela_level.qda_mda_25,0.0487538639373321,8,5
disp.ratio_median_02,0.046071561473447986,9,5
ela_distr.number_of_peaks,0.04291409023650003,10,5
nbc.nb_fitness.cor,0.03913530858622,11,5
ela_level.lda_mda_10,0.037743060938697955,12,5
ela_meta.quad_simple.cond,0.03635795644707751,13,5
pca.expl_var_PC1.cor_x,0.03632739975194233,14,5
ela_meta.lin_simple.adj_r2,0.03455944904422713,15,5
nbc.nn_nb.cor,0.02942715005620877,16,5
ela_level.lda_mda_25,0.028746055720593734,17,5
ela_level.mmce_mda_10,0.021600800263550633,18,5
ela_level.lda_qda_50,0.020865673720935705,19,5
ela_level.qda_mda_50,0.0192240259552557,20,5
ela_level.mmce_lda_25,0.015444480691072304,21,5
ela_level.mmce_lda_50,0.012035200281452177,22,5
ela_level.lda_mda_50,0.009192016248457764,23,5
ela_level.qda_mda_10,0.008215345082048327,24,5
ela_level.lda_qda_25,0.006445737945424428,25,5
ela_level.mmce_mda_50,0.006370522666754971,26,5
pca.expl_var.cor_init,0.003021000870552789,27,5
ela_meta.lin_w_interact.adj_r2,0.15750866535199187,1,6
pca.expl_var.cov_init,0.15350622542131526,2,6
disp.ratio_mean_10,0.13299619773423585,3,6
ela_meta.lin_simple.coef.min,0.11043355021588284,4,6
ela_distr.skewness,0.07665241160946192,5,6
ela_level.qda_mda_25,0.06423812589069296,6,6
ela_meta.quad_simple.cond,0.06382636478701299,7,6
ic.eps.ratio,0.05105566844197757,8,6
ela_level.lda_mda_10,0.04859677644888846,9,6
pca.expl_var_PC1.cor_init,0.04427281993908546,10,6
nbc.nn_nb.mean_ratio,0.04287660137991909,11,6
pca.expl_var_PC1.cor_x,0.03434107423123898,12,6
ela_level.lda_mda_25,0.03107300530558877,13,6
ela_meta.lin_simple.coef.max_by_min,0.030128867132296455,14,6
ela_distr.number_of_peaks,0.029582084397241627,15,6
nbc.nb_fitness.cor,0.024956141667801614,16,6
ela_level.qda_mda_50,0.024944806573531188,17,6
ela_level.lda_qda_50,0.024880703044684874,18,6
ela_level.lda_mda_50,0.016483374909827177,19,6
ela_level.mmce_lda_50,0.01647088532838839,20,6
ela_level.mmce_lda_25,0.014682965541570541,21,6
ela_level.mmce_mda_50,0.013227945171201193,22,6
ela_level.mmce_mda_10,0.011572337849106268,23,6
ela_level.lda_qda_25,0.009305106281010682,24,6
ela_level.qda_mda_10,0.008179326183648583,25,6
pca.expl_var.cor_init,0.0025852337857225735,26,6
ela_meta.lin_w_interact.adj_r2,0.22448428409967977,1,7
ic.eps.ratio,0.15448737449131023,2,7
pca.expl_var_PC1.cov_init,0.11392403311939844,3,7
ela_meta.lin_simple.coef.min,0.08551150121436978,4,7
ela_level.qda_mda_25,0.0820173401547479,5,7
disp.ratio_mean_10,0.08003027385930642,6,7
ic.m0,0.06230448136656949,7,7
ela_meta.lin_simple.coef.max_by_min,0.041680704277114074,8,7
ela_level.lda_qda_50,0.03713239786797608,9,7
pca.expl_var_PC1.cor_x,0.03651358859005615,10,7
ela_distr.skewness,0.03641671537799663,11,7
ela_meta.lin_simple.adj_r2,0.029860881430420864,12,7
ela_level.lda_mda_10,0.028877992221703147,13,7
ela_level.lda_mda_50,0.028877154384346314,14,7
ela_distr.number_of_peaks,0.025732912303021924,15,7
ela_meta.quad_simple.cond,0.024663444642422205,16,7
ela_level.mmce_lda_10,0.0237404175133035,17,7
nbc.nn_nb.cor,0.01763646661951342,18,7
ela_level.lda_mda_25,0.01701410462629685,19,7
ela_level.qda_mda_50,0.016117098711661896,20,7
nbc.nb_fitness.cor,0.01589688625999676,21,7
ela_level.mmce_lda_50,0.015698691622229442,22,7
ela_level.mmce_lda_25,0.011804958828206171,23,7
ela_level.mmce_qda_10,0.011727693259230247,24,7
ela_level.lda_qda_25,0.011219119706918714,25,7
ela_level.qda_mda_10,0.006669922052163404,26,7
pca.expl_var.cor_init,0.0008365917806708755,27,7
ic.eps.s,0.21526730892838547,1,8
ela_meta.lin_w_interact.adj_r2,0.16498016750299632,2,8
pca.expl_var.cov_init,0.11874994507350028,3,8
ela_meta.lin_simple.coef.min,0.10936482727167438,4,8
disp.ratio_median_02,0.07091141689708697,5,8
ela_level.lda_mda_25,0.056142217702373196,6,8
ela_meta.lin_simple.coef.max_by_min,0.05544650119727987,7,8
ela_level.qda_mda_25,0.0492256976145741,8,8
ela_distr.skewness,0.047978681373074504,9,8
ela_level.lda_mda_10,0.03879581952446038,10,8
ela_meta.quad_simple.cond,0.032984064769091305,11,8
ela_level.lda_qda_50,0.03239767230501558,12,8
pca.expl_var_PC1.cor_x,0.031063090728817605,13,8
ela_distr.number_of_peaks,0.02937892406770864,14,8
ela_level.lda_qda_10,0.02791519813562507,15,8
pca.expl_var_PC1.cor_init,0.02582306220292219,16,8
nbc.nb_fitness.cor,0.022965889687818628,17,8
ela_level.lda_mda_50,0.022601098173351958,18,8
nbc.nn_nb.cor,0.020036841882197298,19,8
ela_level.mmce_lda_25,0.019245961802499486,20,8
ela_level.qda_mda_50,0.018003146048023826,21,8
ela_level.mmce_lda_50,0.016612952793700873,22,8
ela_level.mmce_qda_10,0.015979372239817543,23,8
ela_level.mmce_mda_10,0.01487724167550064,24,8
ela_level.mmce_mda_50,0.008620239785502687,25,8
ela_level.lda_qda_25,0.006811160071487793,26,8
pca.expl_var.cor_init,0.000999570856666731,27,8
ic.eps.s,0.21132199303732566,1,9
ela_meta.lin_w_interact.adj_r2,0.1651585070759189,2,9
pca.expl_var.cov_init,0.11732244315106378,3,9
ela_meta.lin_simple.coef.min,0.10962523491429585,4,9
disp.ratio_mean_10,0.104116524777173,5,9
ela_meta.lin_simple.coef.max_by_min,0.04907695526545168,6,9
ela_level.qda_mda_25,0.04891876154358922,7,9
ela_meta.quad_simple.cond,0.04160200382381748,8,9
ela_distr.skewness,0.0394128744016064,9,9
ela_level.lda_mda_25,0.03835350770884735,10,9
pca.expl_var_PC1.cor_x,0.034205961978104625,11,9
ela_level.lda_mda_10,0.03206206160760207,12,9
nbc.nb_fitness.cor,0.03101948108933266,13,9
ela_level.lda_qda_50,0.02944813036632602,14,9
ela_distr.number_of_peaks,0.028283588511290588,15,9
ela_level.mmce_lda_25,0.025182706773949664,16,9
nbc.nn_nb.cor,0.024299126955562845,17,9
ela_level.lda_mda_50,0.02115747563322238,18,9
ela_level.lda_qda_10,0.020348327808603597,19,9
ela_level.mmce_lda_10,0.017150491839395,20,9
ela_meta.lin_simple.adj_r2,0.016184962891189623,21,9
ela_level.mmce_lda_50,0.01613911104885266,22,9
ela_level.mmce_mda_50,0.016019419547557007,23,9
ela_level.qda_mda_50,0.013837244698529655,24,9
ela_level.lda_qda_25,0.010622697463782032,25,9
pca.expl_var.cor_init,0.0013702013439609992,26,9
ic.eps.s,0.20700312766614642,1,10
ela_meta.lin_w_interact.adj_r2,0.1610888223692989,2,10
ela_meta.lin_simple.coef.min,0.11173813161871865,3,10
pca.expl_var.cov_init,0.09493970478837382,4,10
disp.ratio_mean_10,0.08095554050906435,5,10
ela_distr.skewness,0.0543850083469116,6,10
ela_level.qda_mda_25,0.05394127134547451,7,10
ela_level.lda_mda_25,0.04404496058952484,8,10
ela_level.lda_qda_50,0.04157191345584104,9,10
ela_meta.lin_simple.coef.max_by_min,0.0409998432456483,10,10
ela_distr.number_of_peaks,0.03666217805587793,11,10
ela_meta.quad_simple.cond,0.0334780298808023,12,10
nbc.nb_fitness.cor,0.03094691629691631,13,10
ela_level.lda_mda_10,0.030000084290132165,14,10
nbc.nn_nb.cor,0.026997551203501897,15,10
pca.expl_var_PC1.cor_x,0.025735866740901545,16,10
ic.m0,0.025715998102430155,17,10
pca.expl_var_PC1.cor_init,0.02557731014762934,18,10
ela_level.lda_mda_50,0.019557488798081165,19,10
ela_level.lda_qda_25,0.01670600281824968,20,10
ela_level.mmce_lda_50,0.015303166342180303,21,10
ela_level.lda_qda_10,0.011492669727949524,22,10
ela_level.qda_mda_50,0.01062856829144038,23,10
ela_level.mmce_mda_10,0.010479618617454911,24,10
ela_level.mmce_lda_25,0.0032131224493258535,25,10
pca.expl_var.cor_init,0.0011517970850092065,26,10
ela_meta.lin_w_interact.adj_r2,0.1849525757846685,1,11
ela_meta.lin_simple.coef.min,0.16944230745558764,2,11
ic.eps.s,0.13461572183696832,3,11
ela_distr.skewness,0.09660757718362568,4,11
ela_level.qda_mda_25,0.08012889505685106,5,11
disp.ratio_mean_10,0.05499499862811007,6,11
ela_level.lda_qda_50,0.05347280493912612,7,11
ic.m0,0.04656645959592009,8,11
nbc.nb_fitness.cor,0.04572419935411314,9,11
pca.expl_var.cov_init,0.03745765217006182,10,11
ela_distr.number_of_peaks,0.03625436145102849,11,11
pca.expl_var_PC1.cor_init,0.03592333653431543,12,11
ela_meta.lin_simple.coef.max_by_min,0.029905998837135447,13,11
nbc.nn_nb.cor,0.027660614343714994,14,11
ela_level.lda_mda_10,0.026650723179274593,15,11
ela_meta.quad_simple.cond,0.019110038292460507,16,11
pca.expl_var_PC1.cor_x,0.018649181046251982,17,11
ela_level.mmce_lda_50,0.01780855765401243,18,11
ela_level.qda_mda_50,0.014818246401699701,19,11
ela_level.mmce_mda_10,0.0145408685044117,20,11
ela_level.mmce_lda_25,0.014168620584154546,21,11
ela_level.lda_mda_50,0.012654517376503041,22,11
ela_level.lda_mda_25,0.012313267129514492,23,11
ela_level.lda_qda_25,0.010748805655240173,24,11
ela_level.lda_qda_10,0.009108861641455213,25,11
pca.expl_var.cor_init,0.001007947048312476,26,11
ela_meta.lin_w_interact.adj_r2,0.14754249875680606,1,12
pca.expl_var.cov_init,0.10552591173717814,2,12
ela_meta.lin_simple.coef.min,0.10121735326160734,3,12
disp.ratio_median_02,0.09848799285952431,4,12
ela_distr.skewness,0.07778375654492137,5,12
ic.eps.ratio,0.07444523528943926,6,12
ic.m0,0.054708429079560895,7,12
ela_meta.quad_simple.cond,0.0471266046869865,8,12
ela_distr.number_of_peaks,0.045946593114356296,9,12
ela_level.qda_mda_25,0.044926458300431966,10,12
pca.expl_var_PC1.cor_init,0.04435818059876043,11,12
ela_level.lda_mda_10,0.03775052291128849,12,12
nbc.nb_fitness.cor,0.03571522600320033,13,12
ela_level.lda_qda_50,0.0314064115389492,14,12
nbc.nn_nb.cor,0.02644884319389087,15,12
pca.expl_var_PC1.cor_x,0.02358083232259126,16,12
ela_meta.lin_simple.coef.max_by_min,0.022659095508785122,17,12
ela_level.mmce_lda_50,0.022233564881630027,18,12
ela_level.lda_mda_25,0.019592477389031922,19,12
ela_level.lda_mda_50,0.017931039134709427,20,12
ela_level.qda_mda_50,0.014305736733960416,21,12
ela_level.mmce_mda_10,0.010538986237584959,22,12
ela_level.qda_mda_10,0.01002915149130913,23,12
ela_level.lda_qda_25,0.00778589074742006,24,12
ela_level.mmce_lda_25,0.007281729134391441,25,12
pca.expl_var.cor_init,0.0029796146025609237,26,12
ela_meta.lin_w_interact.adj_r2,0.2335718536085474,1,13
pca.expl_var.cov_init,0.12519713226625312,2,13
ela_meta.lin_simple.coef.min,0.09317617487949574,3,13
ic.m0,0.07563791549121514,4,13
ela_distr.skewness,0.0717269330576033,5,13
disp.ratio_median_02,0.052597245993007996,6,13
ic.eps.ratio,0.04891304003853479,7,13
ela_level.qda_mda_25,0.041175504265641504,8,13
ela_level.lda_qda_50,0.03925142918058819,9,13
ela_distr.number_of_peaks,0.03918580757223681,10,13
nbc.nb_fitness.cor,0.03820780050422275,11,13
ela_meta.lin_simple.adj_r2,0.03425433807176599,12,13
ela_level.lda_mda_50,0.03367375530181731,13,13
ela_level.lda_mda_10,0.03140242272491183,14,13
pca.expl_var_PC1.cor_x,0.02881856017342419,15,13
ela_meta.quad_simple.cond,0.02472051554976862,16,13
ela_level.qda_mda_50,0.021105301040437743,17,13
ela_meta.lin_simple.coef.max_by_min,0.019558238188050067,18,13
ela_level.mmce_lda_50,0.017505286638907706,19,13
ela_level.lda_mda_25,0.0168276258055505,20,13
nbc.nn_nb.cor,0.01609087223375909,21,13
ela_level.mmce_mda_10,0.014644854586730822,22,13
ela_level.mmce_qda_10,0.013847064105813378,23,13
ela_level.lda_qda_25,0.013734518441397777,24,13
ela_level.mmce_lda_25,0.010154059314508768,25,13
ela_level.qda_mda_10,0.007129959238546125,26,13
pca.expl_var.cor_init,0.0015845620440655826,27,13
ic.eps.s,0.1716923634367528,1,14
ela_meta.lin_w_interact.adj_r2,0.1365743941641834,2,14
ela_meta.lin_simple.coef.min,0.11015159335256663,3,14
pca.expl_var.cov_init,0.0826051164497966,4,14
ela_level.qda_mda_25,0.07689240142186489,5,14
ela_level.mmce_qda_50,0.06729512465088866,6,14
disp.ratio_mean_10,0.058586429874301495,7,14
ela_distr.skewness,0.0514184287024874,8,14
ela_meta.lin_simple.coef.max_by_min,0.045628493541575235,9,14
ela_level.lda_qda_50,0.03989111566916384,10,14
nbc.nn_nb.mean_ratio,0.03515388388076191,11,14
ela_level.lda_mda_50,0.03390583370963195,12,14
ela_level.lda_mda_10,0.029539769208705834,13,14
ela_distr.number_of_peaks,0.028782014689455356,14,14
nbc.nb_fitness.cor,0.02710521501606468,15,14
ela_level.mmce_mda_10,0.025390751933852387,16,14
ela_meta.lin_simple.adj_r2,0.024494478693941724,17,14
ela_level.qda_mda_50,0.02431433249910966,18,14
ela_meta.quad_simple.cond,0.024135689374346042,19,14
ela_level.mmce_lda_25,0.01847727863317,20,14
nbc.nn_nb.cor,0.01834108341661773,21,14
ela_level.lda_qda_25,0.01581502770699947,22,14
ela_level.mmce_qda_10,0.014596006493107851,23,14
pca.expl_var_PC1.cor_x,0.012661134263474181,24,14
ela_level.lda_mda_25,0.00923772355285401,25,14
ela_level.lda_qda_10,0.005714813261848007,26,14
ela_level.mmce_lda_50,0.00514254639504993,27,14
pca.expl_var.cor_init,0.0014895991645641144,28,14
ela_meta.lin_simple.intercept,0.29713143841612577,1,15
ela_meta.lin_w_interact.adj_r2,0.1290349673375079,2,15
ela_distr.skewness,0.11560809414944533,3,15
pca.expl_var.cov_init,0.09466427752990302,4,15
ic.eps.ratio,0.07006396321483409,5,15
nbc.nb_fitness.cor,0.06453663762068926,6,15
ela_meta.quad_simple.cond,0.05214712029294964,7,15
pca.expl_var_PC1.cor_init,0.0416060067168002,8,15
ela_meta.lin_simple.coef.max_by_min,0.029090613985711195,9,15
disp.ratio_median_02,0.02820541262312973,10,15
nbc.nn_nb.cor,0.027977818329568745,11,15
ela_level.lda_mda_50,0.02761398929881824,12,15
ela_level.qda_mda_25,0.02626500419178743,13,15
ela_level.lda_mda_10,0.02537754600442649,14,15
ic.m0,0.025372218947372096,15,15
ela_level.qda_mda_10,0.018899268155402167,16,15
ela_level.lda_qda_25,0.017426676206272314,17,15
pca.expl_var_PC1.cor_x,0.016488799433963506,18,15
ela_level.lda_mda_25,0.016193344360315706,19,15
ela_level.qda_mda_50,0.01570177984541892,20,15
ela_distr.number_of_peaks,0.014465297374173909,21,15
ela_level.lda_qda_50,0.01322313939679128,22,15
ela_level.mmce_lda_50,0.010343873091389979,23,15
ela_level.mmce_lda_25,0.010049278274944036,24,15
ela_level.mmce_lda_10,0.009066112408314307,25,15
pca.expl_var.cor_init,0.0027028374444969775,26,15
pca.expl_var.cov_init,0.16153456858424178,1,16
ela_meta.lin_simple.coef.min,0.1498039965216224,2,16
ela_meta.lin_w_interact.adj_r2,0.13887034911039653,3,16
ela_distr.skewness,0.0966882374018535,4,16
disp.diff_median_25,0.07691979983777728,5,16
ic.eps.ratio,0.061834088345951305,6,16
ela_level.lda_mda_10,0.0554063695659263,7,16
ela_distr.number_of_peaks,0.04718867901974095,8,16
pca.expl_var_PC1.cor_init,0.04382079306818577,9,16
ela_meta.quad_simple.cond,0.03905098149577699,10,16
ic.m0,0.03495504718250337,11,16
pca.expl_var_PC1.cor_x,0.032427029595175086,12,16
nbc.nn_nb.cor,0.03196850524886958,13,16
ela_level.lda_qda_50,0.03125072127773141,14,16
ela_level.qda_mda_25,0.02782620157134588,15,16
ela_level.lda_mda_50,0.02775434630622224,16,16
ela_meta.lin_simple.coef.max_by_min,0.026548936327521828,17,16
nbc.nb_fitness.cor,0.02271442664772565,18,16
ela_level.lda_mda_25,0.01537967378958651,19,16
ela_level.qda_mda_50,0.01357504314708284,20,16
ela_level.mmce_lda_50,0.013402463170492717,21,16
ela_level.mmce_lda_25,0.01198816907423015,22,16
ela_level.lda_qda_25,0.00948708965359762,23,16
ela_level.qda_mda_10,0.00909122820405389,24,16
ela_level.mmce_mda_10,0.005116401899023336,25,16
pca.expl_var.cor_init,0.0014756222352786822,26,16
pca.expl_var.cov_init,0.1927996069698957,1,17
ela_distr.skewness,0.10422279069824289,2,17
ela_meta.lin_simple.coef.min,0.09759594159271574,3,17
disp.ratio_mean_10,0.08716105146265186,4,17
ela_level.qda_mda_25,0.07938655031550484,5,17
ic.eps.ratio,0.06918293021407977,6,17
ela_meta.lin_w_interact.adj_r2,0.062185033134619636,7,17
ela_level.mmce_lda_25,0.04971805817824025,8,17
nbc.nb_fitness.cor,0.048235712379830396,9,17
ela_level.lda_mda_25,0.0387312050243091,10,17
ela_distr.number_of_peaks,0.03808314155232287,11,17
ela_level.lda_mda_10,0.03559746419599529,12,17
ela_meta.quad_simple.cond,0.033780795132681785,13,17
pca.expl_var_PC1.cor_x,0.03343876699655542,14,17
pca.expl_var_PC1.cor_init,0.03319726711657403,15,17
ela_meta.lin_simple.coef.max_by_min,0.03291135139263253,16,17
ela_level.lda_mda_50,0.027212446276254625,17,17
ela_level.lda_qda_10,0.025178390749047944,18,17
ela_level.mmce_lda_50,0.023704083869704864,19,17
ela_level.lda_qda_50,0.017819469772530024,20,17
ela_level.mmce_mda_10,0.01746061180625158,21,17
ela_level.qda_mda_50,0.016264179067530034,22,17
ela_level.lda_qda_25,0.01577129974561737,23,17
nbc.nn_nb.cor,0.012734160815235065,24,17
ela_level.mmce_mda_50,0.007181883173925239,25,17
pca.expl_var.cor_init,0.0017812135074406937,26,17
pca.expl_var.cov_init,0.1879804830357765,1,18
ic.eps.ratio,0.12071264450826472,2,18
ela_meta.lin_simple.coef.min,0.12019711525348936,3,18
ela_meta.lin_w_interact.adj_r2,0.11217991369304722,4,18
ela_distr.skewness,0.10680753465136217,5,18
disp.ratio_mean_10,0.0956968552147333,6,18
nbc.nb_fitness.cor,0.08173682083178146,7,18
ela_distr.number_of_peaks,0.06855409927935939,8,18
ela_meta.quad_simple.cond,0.03651546365960413,9,18
ela_meta.lin_simple.coef.max_by_min,0.034328805190583976,10,18
ela_level.qda_mda_25,0.03357809620320567,11,18
ela_level.lda_qda_50,0.03115688249273771,12,18
ela_level.lda_mda_50,0.029531379473937445,13,18
ela_level.lda_mda_10,0.028073085687763358,14,18
ela_level.lda_mda_25,0.027861648486366252,15,18
pca.expl_var_PC1.cor_x,0.027206191245548902,16,18
pca.expl_var_PC1.cor_init,0.02570515055124801,17,18
ela_level.mmce_lda_25,0.02468683455446324,18,18
ela_level.qda_mda_50,0.015370308439657764,19,18
nbc.nn_nb.cor,0.012372426921493613,20,18
ela_level.lda_qda_25,0.011275612627218804,21,18
ela_level.mmce_mda_10,0.010669116960091589,22,18
ela_level.mmce_mda_50,0.01036256334050749,23,18
ela_level.qda_mda_10,0.008221853234674257,24,18
ela_level.mmce_lda_50,0.00598280202258861,25,18
pca.expl_var.cor_init,0.001708744759325837,26,18
ela_meta.lin_simple.intercept,0.22540588802855502,1,19
ela_meta.lin_w_interact.adj_r2,0.1823226487437006,2,19
pca.expl_var.cov_init,0.12570670560177002,3,19
nbc.nb_fitness.cor,0.07799669915310083,4,19
ic.eps.ratio,0.07400772376719465,5,19
ela_distr.skewness,0.07016408811681556,6,19
disp.ratio_median_02,0.060322594633841924,7,19
ela_distr.number_of_peaks,0.04298035893322317,8,19
ela_level.lda_mda_25,0.03549528876977577,9,19
ela_meta.lin_simple.coef.max_by_min,0.03520943827228827,10,19
pca.expl_var_PC1.cor_init,0.034838203749493854,11,19
ela_level.lda_mda_10,0.02796867680220637,12,19
ela_meta.quad_simple.cond,0.027472644467859537,13,19
ela_level.mmce_lda_50,0.027082395918160432,14,19
ela_level.mmce_lda_25,0.025685691800826613,15,19
ela_level.lda_qda_50,0.025136954987714642,16,19
ela_level.mmce_mda_50,0.024232445747569057,17,19
pca.expl_var_PC1.cor_x,0.023965579754553067,18,19
ela_level.lda_mda_50,0.020315043554875355,19,19
ela_level.qda_mda_25,0.02013198036448375,20,19
ela_level.lda_qda_25,0.016940593833841378,21,19
nbc.nn_nb.cor,0.014517741515729913,22,19
ela_level.qda_mda_10,0.012749989705508129,23,19
ela_level.mmce_mda_10,0.012368197366666915,24,19
ela_level.qda_mda_50,0.007908332089171176,25,19
pca.expl_var.cor_init,0.0011942498586136416,26,19
ela_meta.lin_simple.coef.min,0.24507423716278673,1,20
ic.eps.s,0.19032010800969573,2,20
pca.expl_var.cov_init,0.12175534107874811,3,20
ela_distr.skewness,0.09414654331799922,4,20
disp.ratio_median_02,0.07378232639523961,5,20
ela_level.lda_qda_50,0.05986993441574074,6,20
ela_meta.lin_w_interact.adj_r2,0.05841262292077696,7,20
nbc.nb_fitness.cor,0.049310552534587875,8,20
ela_distr.number_of_peaks,0.03907400250838275,9,20
pca.expl_var_PC1.cor_init,0.036209389999223233,10,20
ela_meta.lin_simple.coef.max_by_min,0.034011378346815474,11,20
ela_level.mmce_lda_25,0.027371642025386764,12,20
ela_level.lda_mda_50,0.02711867961566868,13,20
ela_level.lda_mda_25,0.027055620424581567,14,20
pca.expl_var_PC1.cor_x,0.0261304053996967,15,20
