feature_name,feature_importance,rank,fold_number
ela_meta.lin_w_interact.adj_r2,0.0656268621511348,5,3
ela_level.lda_mda_50,0.0641770472856961,6,3
disp.ratio_median_02,0.0616066844742929,7,3
ela_level.lda_mda_10,0.0372953998410312,8,3
ela_level.mmce_lda_50,0.031707101506727,9,3
ela_level.lda_mda_25,0.0311127176387916,10,3
ela_level.mmce_mda_50,0.0301987309710036,11,3
ela_level.qda_mda_25,0.0275543538733637,12,3
ela_level.lda_qda_10,0.0235930311025141,13,3
nbc.nb_fitness.cor,0.0206121359812974,14,3
ela_level.lda_qda_50,0.0162587423113758,15,3
ela_meta.lin_simple.adj_r2,0.0150563070890463,16,3
nbc.nn_nb.cor,0.012283952340809,17,3
ela_distr.number_of_peaks,0.0109377011035409,18,3
ela_level.qda_mda_50,0.0100074841436506,19,3
ela_level.lda_qda_25,0.0094195889769607,20,3
ela_meta.lin_simple.coef.max_by_min,0.0090041861005179,21,3
ela_level.mmce_qda_10,0.0089276839027577,22,3
ela_meta.quad_simple.cond,0.0053147010336294,23,3
pca.expl_var_PC1.cor_x,0.0047337167706307,24,3
pca.expl_var.cor_init,0.0018436165479861,25,3
ela_level.mmce_lda_10,0.001188161678458,26,3
ela_level.mmce_lda_25,0.0002217367325391,27,3
ela_level.lda_mda_10,0.1702584905110514,1,4
ic.eps.s,0.1471065825685971,2,4
disp.ratio_median_02,0.1263959526792132,3,4
ela_distr.skewness,0.0827892684819031,4,4
ela_distr.number_of_peaks,0.0827493467897292,5,4
pca.expl_var.cov_init,0.0815774046698166,6,4
ela_meta.lin_simple.intercept,0.0773917543644096,7,4
ela_level.lda_mda_50,0.0362584282404366,8,4
ela_meta.quad_simple.cond,0.0331116397122835,9,4
ela_level.mmce_lda_10,0.0271541511615094,10,4
ela_meta.lin_simple.coef.max_by_min,0.0213596450912208,11,4
nbc.nb_fitness.cor,0.0205458164654874,12,4
ela_level.lda_qda_25,0.0204519898344249,13,4
ela_meta.quad_w_interact.adj_r2,0.0157106841249998,14,4
ela_level.lda_qda_50,0.0147228320478011,15,4
ela_level.lda_qda_10,0.0138749419844641,16,4
ela_level.mmce_lda_25,0.0122180853200344,17,4
ela_level.lda_mda_25,0.0117533338060799,18,4
nbc.nn_nb.cor,0.010353179838565,19,4
ela_level.mmce_lda_50,0.0094536788508444,20,4
ela_level.qda_mda_50,0.0080013440938271,21,4
ela_level.mmce_qda_10,0.0063600201788005,22,4
ela_level.mmce_mda_50,0.0062906707168493,23,4
ela_meta.lin_simple.adj_r2,0.0036460011972376,24,4
pca.expl_var.cor_init,0.0023751395215848,25,4
pca.expl_var_PC1.cor_x,0.0014283092048636,26,4
ela_level.qda_mda_25,0.0004860320443251,27,4
ic.eps.s,0.5657863196789115,1,5
ela_meta.lin_simple.intercept,0.5301593332471437,2,5
pca.expl_var_PC1.cov_init,0.1278139719290116,3,5
disp.ratio_median_05,0.1189098795081329,4,5
nbc.nb_fitness.cor,0.0427918947221921,5,5
ela_distr.number_of_peaks,0.0307912994254403,6,5
ela_level.qda_mda_50,0.0256042329136009,7,5
ela_level.qda_mda_25,0.0230843463634518,8,5
ela_meta.lin_simple.coef.max_by_min,0.0204547768277007,9,5
ela_level.lda_qda_10,0.0185543299430622,10,5
ela_meta.lin_simple.adj_r2,0.0175382716570426,11,5
ela_level.mmce_qda_10,0.0163863377089614,12,5
ela_level.lda_qda_25,0.0141045314757116,13,5
ela_meta.quad_w_interact.adj_r2,0.0132341700579839,14,5
ela_level.lda_qda_50,0.0104027009267847,15,5
ela_level.mmce_lda_50,0.0091886449562056,16,5
ela_level.mmce_mda_50,0.0082084057250316,17,5
pca.expl_var_PC1.cor_x,0.0081149956501919,18,5
ela_level.mmce_lda_25,0.0069416267522163,19,5
ela_meta.quad_simple.cond,0.0065690499767254,20,5
ela_distr.skewness,0.0052344807096893,21,5
ela_level.mmce_lda_10,0.0035404373159284,22,5
nbc.nn_nb.cor,0.0023436361279289,23,5
ela_level.lda_mda_10,0.0016747834053155,24,5
ela_level.lda_mda_25,0.0005151880667693,25,5
ela_level.lda_mda_50,0.0001479302775926,26,5
pca.expl_var.cor_init,0.0001369809925713,27,5
ela_meta.lin_simple.intercept,0.6266926122919692,1,6
ic.eps.ratio,0.3053802996768083,2,6
pca.expl_var.cov_init,0.1292747931006548,3,6
ela_meta.lin_w_interact.adj_r2,0.1078841243519821,4,6
disp.ratio_median_05,0.0495830375380256,5,6
nbc.nb_fitness.cor,0.0469260437195217,6,6
ela_meta.lin_simple.adj_r2,0.0227659989995576,7,6
ela_meta.lin_simple.coef.max_by_min,0.0213757039338657,8,6
ela_distr.number_of_peaks,0.0207126346615759,9,6
ela_level.qda_mda_25,0.0193416105627135,10,6
ela_level.lda_mda_50,0.017993550542726,11,6
ela_level.mmce_mda_50,0.0150857017420153,12,6
pca.expl_var_PC1.cor_x,0.011610806048602,13,6
ela_level.mmce_qda_10,0.0092105800817652,14,6
ela_meta.quad_simple.cond,0.008990671108514,15,6
ela_level.mmce_lda_10,0.008722302901516,16,6
ela_level.lda_qda_25,0.0079319211018692,17,6
ela_level.lda_mda_25,0.0071728580165614,18,6
ela_level.mmce_lda_50,0.0061530378570886,19,6
ela_level.lda_qda_10,0.005612448638972,20,6
ela_level.mmce_lda_25,0.004219352053851,21,6
ela_distr.skewness,0.0029597945376052,22,6
ela_level.lda_qda_50,0.0020288730745726,23,6
ela_level.lda_mda_10,0.0016162669539973,24,6
pca.expl_var.cor_init,0.0013434285424867,25,6
ela_level.qda_mda_50,0.0009801062783401,26,6
disp.ratio_median_02,0.2524160939619868,1,7
ic.eps.max,0.1602942023395936,2,7
ela_level.lda_mda_10,0.1391991972136468,3,7
pca.expl_var_PC1.cov_init,0.1267648429245212,4,7
ela_distr.skewness,0.0886310625496524,5,7
ic.eps.ratio,0.0608399473407722,6,7
ela_meta.lin_simple.adj_r2,0.0593913380478701,7,7
ela_distr.number_of_peaks,0.055518390681143,8,7
ela_meta.quad_w_interact.adj_r2,0.051004171442382,9,7
ela_level.lda_mda_50,0.0374792879540345,10,7
nbc.nn_nb.cor,0.0333101778155626,11,7
ela_level.mmce_lda_50,0.0292741159332299,12,7
nbc.nb_fitness.cor,0.0281209460842311,13,7
ela_level.mmce_mda_50,0.0264338558627362,14,7
ela_level.qda_mda_25,0.0259477469354808,15,7
ela_level.lda_qda_50,0.0213987565323859,16,7
ela_level.lda_qda_25,0.0188043465081331,17,7
ela_level.mmce_qda_10,0.0130637231489907,18,7
ela_level.lda_qda_10,0.010470821577929,19,7
ela_meta.quad_simple.cond,0.0101675971569226,20,7
ela_level.mmce_lda_25,0.00952988624744,21,7
pca.expl_var_PC1.cor_x,0.0089857901810885,22,7
ela_level.qda_mda_50,0.0079175360471506,23,7
ela_meta.lin_simple.coef.max_by_min,0.0055378203388097,24,7
pca.expl_var.cor_init,0.0046996800664319,25,7
ela_level.mmce_lda_10,0.001734345985274,26,7
ela_level.lda_mda_25,0.0004905246812159,27,7
ic.eps.s,0.6342078479336496,1,8
ela_meta.lin_simple.intercept,0.5014774188435802,2,8
pca.expl_var.cov_init,0.1040756391628966,3,8
ela_distr.skewness,0.0932504444795619,4,8
pca.expl_var_PC1.cor_init,0.0918155159091815,5,8
disp.ratio_median_02,0.089215756192162,6,8
ela_meta.lin_simple.coef.max_by_min,0.0704580778542909,7,8
ela_meta.quad_simple.cond,0.045904067106931,8,8
ela_level.mmce_mda_50,0.0438223856676687,9,8
ela_distr.number_of_peaks,0.0381778865092501,10,8
nbc.nb_fitness.cor,0.0370941662088547,11,8
ela_level.lda_qda_10,0.0298029276175336,12,8
ela_level.lda_qda_50,0.0255976235614769,13,8
ela_meta.quad_w_interact.adj_r2,0.0159399698143592,14,8
ela_level.lda_mda_10,0.0151867820294059,15,8
ela_level.lda_mda_50,0.0151697576454447,16,8
ela_level.lda_qda_25,0.0150946682107857,17,8
ela_level.lda_mda_25,0.0096918138976493,18,8
nbc.nn_nb.cor,0.0079212436441404,19,8
ela_level.mmce_lda_10,0.0056066981337192,20,8
pca.expl_var_PC1.cor_x,0.0035491219597414,21,8
ela_level.mmce_qda_10,0.0011151590774495,22,8
ela_level.qda_mda_50,0.0007752540742866,23,8
ela_level.qda_mda_25,0.0006105323617621,24,8
pca.expl_var.cor_init,0.0003266244842048,25,8
ela_level.mmce_lda_25,0.000295901256559,26,8
ela_level.mmce_lda_50,0.0002562593290744,27,8
ela_meta.lin_simple.intercept,0.5786325966093361,1,9
ic.eps.s,0.3925223021957384,2,9
pca.expl_var.cov_init,0.131304473933572,3,9
ela_distr.skewness,0.1299955795540419,4,9
disp.ratio_median_02,0.1285432632554021,5,9
ela_meta.lin_w_interact.adj_r2,0.0839359517625158,6,9
nbc.nb_fitness.cor,0.039658934139787,7,9
ela_meta.lin_simple.coef.max_by_min,0.0324047770776155,8,9
ela_level.lda_qda_50,0.0290423057012731,9,9
ela_distr.number_of_peaks,0.0219691478970292,10,9
ela_level.lda_mda_10,0.0218346848830294,11,9
ela_level.lda_mda_50,0.0214609359897769,12,9
ela_level.mmce_mda_50,0.0172232977473831,13,9
ela_level.lda_qda_25,0.0150363081718403,14,9
ela_level.mmce_lda_25,0.0124130281752427,15,9
ela_meta.quad_simple.cond,0.0099965346038433,16,9
pca.expl_var_PC1.cor_x,0.0093251226368864,17,9
ela_level.lda_qda_10,0.006937371698747,18,9
ela_meta.lin_simple.adj_r2,0.0043849377434769,19,9
ela_level.mmce_lda_50,0.0039952821860192,20,9
ela_level.lda_mda_25,0.0021123075152036,21,9
ela_level.mmce_qda_10,0.0020646934926681,22,9
ela_level.mmce_lda_10,0.0020537308750549,23,9
ela_level.qda_mda_25,0.0011029354158317,24,9
pca.expl_var.cor_init,0.0004601835161002,25,9
ela_level.qda_mda_50,0.0003087072700095,26,9
ela_meta.lin_w_interact.adj_r2,0.1324991561418168,1,10
ic.eps.s,0.107601688089313,2,10
disp.ratio_median_02,0.100417875220013,3,10
ela_level.lda_mda_50,0.1001049586251796,4,10
pca.expl_var.cov_init,0.0637370890987362,5,10
ela_distr.skewness,0.0603101893009435,6,10
ela_meta.lin_simple.intercept,0.0415518499481162,7,10
ela_meta.quad_simple.cond,0.0372985313815883,8,10
ela_meta.lin_simple.coef.max_by_min,0.0294658860542955,9,10
ela_distr.number_of_peaks,0.0292241093997862,10,10
nbc.nn_nb.cor,0.0270360407046654,11,10
ela_level.mmce_mda_50,0.0249351358830018,12,10
ela_level.lda_mda_25,0.0244814072866476,13,10
ela_level.lda_qda_50,0.0181052638556519,14,10
ela_meta.lin_simple.adj_r2,0.0174098625296552,15,10
ela_level.lda_qda_10,0.0089952667035186,16,10
nbc.nb_fitness.cor,0.008946707790204,17,10
ela_level.lda_qda_25,0.0080953443986137,18,10
ela_level.mmce_lda_25,0.006307974618446,19,10
ela_level.mmce_lda_10,0.0055877629966215,20,10
ela_level.mmce_lda_50,0.0050888613204903,21,10
ela_level.qda_mda_50,0.0048539461758727,22,10
pca.expl_var.cor_init,0.0047756560370659,23,10
ela_level.qda_mda_25,0.0038286272630197,24,10
pca.expl_var_PC1.cor_x,0.0038106159291739,25,10
ela_level.lda_mda_10,0.0009398781765037,26,10
ela_level.mmce_qda_10,0.0005003786011604,27,10
ela_meta.lin_w_interact.adj_r2,0.1394178674188118,1,11
ela_meta.lin_simple.intercept,0.1247839125604047,2,11
ic.eps.s,0.0784091466239364,3,11
ela_distr.skewness,0.0736281678789543,4,11
pca.expl_var.cov_init,0.0696288050366646,5,11
nbc.nb_fitness.cor,0.0500311451758214,6,11
ela_level.lda_mda_50,0.0364098653419366,7,11
ela_distr.number_of_peaks,0.0260494095379226,8,11
nbc.nn_nb.cor,0.0188255986599799,9,11
ela_level.mmce_mda_50,0.0150037883150798,10,11
ela_level.lda_qda_10,0.01480683319298,11,11
ela_meta.quad_simple.cond,0.0138860133366563,12,11
pca.expl_var_PC1.cor_x,0.0123596681446154,13,11
ela_level.lda_qda_50,0.0101891479246324,14,11
ela_level.mmce_qda_10,0.0100146767772908,15,11
ela_level.qda_mda_25,0.0088139911178119,16,11
ela_level.mmce_lda_50,0.0087803025630702,17,11
ela_level.qda_mda_50,0.0087488305734438,18,11
ela_level.lda_mda_25,0.0080804877688682,19,11
ela_level.mmce_lda_10,0.0062322056854952,20,11
disp.ratio_median_02,0.0061393644131741,21,11
pca.expl_var.cor_init,0.0056816715508743,22,11
ela_meta.lin_simple.coef.max_by_min,0.0046072443821035,23,11
ela_level.lda_qda_25,0.0042950726754161,24,11
ela_level.mmce_lda_25,0.0040975768880211,25,11
ela_level.lda_mda_10,0.0032650771041841,26,11
ela_meta.lin_simple.adj_r2,0.0027100486689728,27,11
ela_meta.lin_simple.intercept,0.5495939729482869,1,12
ic.eps.ratio,0.2883813926165716,2,12
disp.ratio_median_02,0.1383676275699545,3,12
pca.expl_var.cov_init,0.103298114118673,4,12
ela_meta.lin_w_interact.adj_r2,0.0747072192969069,5,12
ela_distr.skewness,0.0600913460019672,6,12
nbc.nb_fitness.cor,0.0350823780218153,7,12
ela_distr.number_of_peaks,0.0310790910069971,8,12
nbc.nn_nb.cor,0.03040569589698,9,12
ela_meta.lin_simple.adj_r2,0.0269375604983057,10,12
ela_meta.quad_simple.cond,0.0186708526471197,11,12
ela_level.lda_mda_50,0.017651774637444,12,12
ela_level.mmce_mda_50,0.0147189070259919,13,12
ela_level.mmce_lda_50,0.0129296428577493,14,12
ela_level.mmce_qda_10,0.0110186052757238,15,12
ela_level.mmce_lda_25,0.009748103331581,16,12
ela_level.qda_mda_25,0.0096420137072973,17,12
ela_level.lda_qda_25,0.0093230089391745,18,12
ela_level.qda_mda_50,0.008044126143623,19,12
ela_level.lda_qda_10,0.0071675708463278,20,12
ela_level.lda_mda_10,0.0056189084042715,21,12
ela_level.lda_qda_50,0.0051405456764424,22,12
ela_level.lda_mda_25,0.0046306384835015,23,12
pca.expl_var_PC1.cor_x,0.0043376835824738,24,12
ela_level.mmce_lda_10,0.0034600580363947,25,12
ela_meta.lin_simple.coef.max_by_min,0.0027999738457603,26,12
pca.expl_var.cor_init,0.0015142193167491,27,12
ela_meta.lin_simple.intercept,0.7325442734585105,1,13
disp.ratio_median_02,0.2885015713020434,2,13
ic.eps.ratio,0.2428751529861424,3,13
pca.expl_var.cov_init,0.1107083356954725,4,13
nbc.nn_nb.cor,0.1068827654672734,5,13
ela_distr.skewness,0.0854801968648393,6,13
ela_meta.lin_simple.adj_r2,0.0781699079996337,7,13
ela_distr.number_of_peaks,0.0604331804568357,8,13
ela_meta.quad_w_interact.adj_r2,0.0566597191037592,9,13
ela_level.mmce_lda_50,0.0459717649243523,10,13
ela_level.lda_qda_10,0.0332949112127363,11,13
nbc.nb_fitness.cor,0.0274373148916408,12,13
pca.expl_var_PC1.cor_x,0.0259347206999412,13,13
ela_level.mmce_mda_50,0.0223890706294287,14,13
ela_level.lda_qda_25,0.0202433574156137,15,13
ela_meta.lin_simple.coef.max_by_min,0.0178996135267593,16,13
ela_level.lda_mda_10,0.0164621594768769,17,13
ela_meta.quad_simple.cond,0.0107559452008103,18,13
ela_level.lda_mda_50,0.0106688445548191,19,13
ela_level.qda_mda_50,0.0088948373904569,20,13
ela_level.lda_mda_25,0.0078941852920981,21,13
ela_level.mmce_qda_10,0.0056749300989592,22,13
pca.expl_var.cor_init,0.0048238830736067,23,13
ela_level.lda_qda_50,0.003176615602131,24,13
ela_level.mmce_lda_10,0.0025490098162963,25,13
ela_level.qda_mda_25,0.0017876697015719,26,13
ela_level.mmce_lda_25,0.0009976832574136,27,13
disp.diff_mean_05,0.6792279331181182,1,14
pca.expl_var.cov_init,0.224090039841324,2,14
ela_meta.lin_simple.coef.max,0.2137719897228912,3,14
ic.eps.ratio,0.1727324307806307,4,14
nbc.nn_nb.cor,0.1412563785976497,5,14
ela_distr.skewness,0.0863482076394137,6,14
ela_level.qda_mda_25,0.072621149040145,7,14
ela_level.lda_qda_50,0.0620860408612275,8,14
ela_distr.number_of_peaks,0.047918188871784,9,14
nbc.nb_fitness.cor,0.0445039115076863,10,14
ela_level.mmce_mda_50,0.0327006752286437,11,14
ela_level.lda_mda_10,0.029588618608822,12,14
ela_meta.quad_simple.cond,0.0291427657421361,13,14
ela_level.lda_qda_10,0.02644167566598,14,14
ela_meta.lin_simple.adj_r2,0.0173464798517019,15,14
ela_meta.quad_w_interact.adj_r2,0.015376073174778,16,14
ela_level.mmce_mda_10,0.0136297113143393,17,14
ela_level.lda_qda_25,0.0133966842977692,18,14
ela_level.qda_mda_50,0.0124832020208716,19,14
ela_level.mmce_lda_25,0.0111907621103891,20,14
ela_level.mmce_qda_10,0.0105246609464135,21,14
ela_level.lda_mda_50,0.0071372051015334,22,14
pca.expl_var.cor_init,0.0052615411313447,23,14
pca.expl_var_PC1.cor_x,0.0022697608203039,24,14
ela_level.lda_mda_25,0.0019670558677774,25,14
ela_meta.lin_simple.coef.max_by_min,0.0015382045235556,26,14
ela_level.mmce_lda_50,0.0015326776010686,27,14
ic.eps.s,0.2811787386815054,1,15
ela_distr.skewness,0.1025979026058066,2,15
ela_meta.lin_simple.intercept,0.0792360749444131,3,15
nbc.nb_fitness.cor,0.0720886934028003,4,15
ela_meta.quad_simple.cond,0.0615591346928725,5,15
pca.expl_var.cov_init,0.0486616043983017,6,15
disp.ratio_median_02,0.0435260746467312,7,15
ela_level.lda_mda_10,0.0415150324727361,8,15
ela_distr.number_of_peaks,0.0374843151277337,9,15
ela_meta.quad_w_interact.adj_r2,0.0197895109761659,10,15
ela_level.lda_mda_50,0.0190092064893212,11,15
ela_level.lda_qda_50,0.0172659980530648,12,15
ela_level.mmce_lda_10,0.0157976738848084,13,15
ela_level.mmce_qda_10,0.0155972676240698,14,15
nbc.nn_nb.cor,0.0146162117686314,15,15
ela_level.mmce_lda_50,0.0140026081196469,16,15
pca.expl_var_PC1.cor_x,0.0125909239492635,17,15
ela_level.mmce_mda_50,0.0093823710222085,18,15
pca.expl_var.cor_init,0.0091683298623678,19,15
ela_level.lda_mda_25,0.0075148955662868,20,15
ela_level.mmce_lda_25,0.0070858756664961,21,15
ela_meta.lin_simple.coef.max_by_min,0.0059263700663019,22,15
ela_level.lda_qda_10,0.0039637264701892,23,15
ela_level.qda_mda_50,0.0020143039049681,24,15
ela_level.lda_qda_25,0.000461097236054,25,15
ela_level.qda_mda_25,0.0003851381872599,26,15
ela_meta.lin_simple.adj_r2,0.0003560038971808,27,15
ela_meta.lin_simple.intercept,0.5364476032356559,1,16
ic.eps.s,0.4776132974759032,2,16
disp.diff_median_25,0.1832521421691739,3,16
ela_meta.lin_w_interact.adj_r2,0.0778838977422662,4,16
pca.expl_var.cov_init,0.0658386557906447,5,16
nbc.nb_fitness.cor,0.0510410117938856,6,16
pca.expl_var_PC1.cor_x,0.0247162084793976,7,16
ela_level.mmce_qda_10,0.0223278241024077,8,16
ela_distr.number_of_peaks,0.0214142453064425,9,16
ela_distr.skewness,0.0204480891077215,10,16
ela_level.lda_mda_50,0.0190400093419543,11,16
nbc.nn_nb.cor,0.0174453825236782,12,16
ela_meta.lin_simple.adj_r2,0.0150218709101655,13,16
ela_level.lda_mda_25,0.012690752649251,14,16
ela_level.lda_qda_10,0.0112135872323084,15,16
ela_level.qda_mda_50,0.0102042356708071,16,16
ela_level.mmce_mda_50,0.0090825052582104,17,16
ela_level.lda_mda_10,0.0079882587636935,18,16
ela_meta.lin_simple.coef.max_by_min,0.0066540093380157,19,16
ela_level.lda_qda_50,0.0059227936025447,20,16
ela_level.mmce_lda_10,0.0057399262352632,21,16
ela_level.qda_mda_25,0.0043549836265241,22,16
ela_level.lda_qda_25,0.0031859467720325,23,16
ela_level.mmce_lda_50,0.0028879459513281,24,16
pca.expl_var.cor_init,0.0022642914550677,25,16
ela_level.mmce_lda_25,0.0007953351367477,26,16
ela_meta.quad_simple.cond,0.0001760676540463,27,16
ic.eps.ratio,0.2246410678339506,1,17
ela_meta.lin_simple.intercept,0.1389906011111484,2,17
ela_distr.number_of_peaks,0.0549406382378198,3,17
disp.ratio_median_02,0.0523432877867847,4,17
nbc.nb_fitness.cor,0.0345733716101592,5,17
pca.expl_var.cov_init,0.0310928942583577,6,17
ela_distr.skewness,0.0287822175347032,7,17
ela_level.mmce_qda_10,0.0239871156599449,8,17
ela_level.mmce_lda_50,0.0196386601354943,9,17
ela_meta.quad_w_interact.adj_r2,0.019630570208544,10,17
ela_level.lda_qda_10,0.018923254342719,11,17
ela_level.lda_qda_25,0.0169044528405165,12,17
ela_meta.quad_simple.cond,0.0146368737682005,13,17
ela_level.lda_mda_50,0.013909203263695,14,17
ela_level.mmce_mda_50,0.0138905889632646,15,17
ela_level.mmce_lda_25,0.0123338416523344,16,17
ela_level.lda_mda_25,0.0123071934271374,17,17
ela_meta.lin_simple.coef.max_by_min,0.0116600500736763,18,17
nbc.nn_nb.cor,0.0091597615989354,19,17
ela_level.lda_qda_50,0.0075989742990798,20,17
ela_level.lda_mda_10,0.0075401107224511,21,17
pca.expl_var.cor_init,0.0066726940803794,22,17
ela_level.qda_mda_50,0.0065763078378838,23,17
ela_level.mmce_lda_10,0.005450915837632,24,17
ela_meta.lin_simple.adj_r2,0.0051519160208311,25,17
ela_level.qda_mda_25,0.0049198014607856,26,17
pca.expl_var_PC1.cor_x,0.003814730059883,27,17
ic.eps.ratio,0.6699470234752981,1,18
ela_meta.lin_simple.coef.min,0.4051854295566501,2,18
pca.expl_var.cov_init,0.1661799879839832,3,18
ela_meta.quad_w_interact.adj_r2,0.0827796091069231,4,18
ela_meta.quad_simple.cond,0.0811821603410044,5,18
nbc.nb_fitness.cor,0.0375647588775511,6,18
ela_distr.skewness,0.0276855716763123,7,18
ela_distr.number_of_peaks,0.0232430542519638,8,18
ela_level.qda_mda_25,0.0179949821044814,9,18
ela_level.lda_mda_10,0.0173008047616368,10,18
ela_meta.lin_simple.adj_r2,0.0160396224847857,11,18
ela_level.lda_qda_10,0.0158844737872584,12,18
ela_level.lda_qda_25,0.0142199768282377,13,18
pca.expl_var_PC1.cor_x,0.0136175123240389,14,18
ela_level.mmce_qda_10,0.0130173763315157,15,18
ela_level.qda_mda_50,0.0113725808758582,16,18
ela_level.lda_qda_50,0.009982946477246,17,18
ela_level.mmce_lda_10,0.0083272523945928,18,18
ela_level.lda_mda_50,0.0075880359331063,19,18
ela_meta.lin_simple.coef.max_by_min,0.0060144268979988,20,18
ela_level.mmce_lda_25,0.0056727302902414,21,18
disp.ratio_median_02,0.0054721901863314,22,18
nbc.nn_nb.cor,0.0042893083355958,23,18
pca.expl_var.cor_init,0.0034374868964264,24,18
ela_level.lda_mda_25,0.0011688365129768,25,18
ela_level.mmce_lda_50,0.0002802580587326,26,18
ela_level.mmce_mda_50,0.0001500033688786,27,18
ela_meta.lin_simple.intercept,0.27360777488437,1,19
ela_meta.lin_simple.adj_r2,0.11804163526241,2,19
ela_distr.number_of_peaks,0.0737910718308,3,19
disp.diff_median_02,0.0597807154761043,4,19
pca.expl_var.cov_init,0.0522474676488599,5,19
ela_meta.lin_w_interact.adj_r2,0.0478679467110795,6,19
nbc.nb_fitness.cor,0.0217665715910844,7,19
ela_level.qda_mda_50,0.0196561979349915,8,19
ela_level.mmce_lda_25,0.0191776990289891,9,19
pca.expl_var_PC1.cor_x,0.0158751345927053,10,19
ela_level.mmce_qda_10,0.0144267577171984,11,19
ela_distr.skewness,0.0137909749597951,12,19
ela_level.lda_mda_25,0.0127002530613866,13,19
ela_level.lda_qda_50,0.0122543874905784,14,19
nbc.nn_nb.cor,0.011669158209935,15,19
ela_level.qda_mda_25,0.0090207105662885,16,19
ela_level.mmce_lda_50,0.0086176057534663,17,19
ela_meta.quad_simple.cond,0.0058318237516521,18,19
ela_level.lda_mda_10,0.0057841817033304,19,19
ela_level.lda_mda_50,0.0055830982268328,20,19
ela_level.lda_qda_25,0.0054163805808864,21,19
ela_level.qda_mda_10,0.0042162468997409,22,19
ela_level.mmce_mda_10,0.0038291984757595,23,19
ela_meta.lin_simple.coef.max_by_min,0.0037815117181847,24,19
pca.expl_var.cor_init,0.0033559662269768,25,19
ela_level.mmce_mda_50,0.002071189688063,26,19
ic.eps.ratio,0.0008405721822539,27,19
ela_meta.lin_simple.intercept,1.2466192288127425,1,20
ic.eps.s,0.6830189108508214,2,20
ela_distr.number_of_peaks,0.154062534365372,3,20
ela_level.mmce_mda_50,0.1378480061806823,4,20
ela_meta.lin_w_interact.adj_r2,0.1179337315925819,5,20
disp.ratio_median_02,0.0850540120792109,6,20
ela_level.lda_mda_25,0.0442291870241378,7,20
pca.expl_var.cov_init,0.0416083690314873,8,20
ela_meta.lin_simple.coef.max_by_min,0.039005152313302,9,20
