f_id,i_id,disp.ratio_median_02,ela_distr.number_of_peaks,ela_distr.skewness,ela_level.lda_mda_10,ela_level.lda_mda_25,ela_level.lda_mda_50,ela_level.lda_qda_10,ela_level.lda_qda_25,ela_level.lda_qda_50,ela_level.mmce_lda_10,ela_level.mmce_lda_25,ela_level.mmce_lda_50,ela_level.mmce_mda_50,ela_level.mmce_qda_10,ela_level.qda_mda_25,ela_level.qda_mda_50,ela_meta.lin_simple.adj_r2,ela_meta.lin_simple.coef.max_by_min,ela_meta.quad_simple.cond,ela_meta.quad_w_interact.adj_r2,ic.eps.max,ic.eps.ratio,nbc.nb_fitness.cor,nbc.nn_nb.cor,pca.expl_var.cor_init,pca.expl_var_PC1.cor_x,pca.expl_var_PC1.cov_init
12.0,1.0,0.019859523916928,0.03055059685580183,-0.14428962536306592,-0.015722351388551267,0.0029936252816798827,-0.010926200982130915,-0.02762764120294072,-0.022270454354406787,-0.025359881064362978,-0.004369885633918424,-0.004045136981154622,-0.011727567820751697,-0.04248252525059607,-0.021837112482509805,-0.025770403311906744,6.702578347540951e-06,-0.021179236464039616,-0.022970260387029432,0.011616474151060685,0.018605799775450786,-0.14272342949501277,-0.7704828523741358,-0.026917804169008294,-0.017224477020578992,-0.0023023438706907253,-0.008973124678802404,-0.319970331159664
13.0,1.0,-0.15496959371579636,0.030587132281794417,-0.16875783498865796,0.07578037610066568,-0.002248194402039384,-0.006596408052832431,-0.0070285502167669565,-0.020650275158336527,-0.023411246342159745,0.0005876859906925385,0.008664413051894042,0.026297633664882167,0.019142251470610768,-0.01683348835076233,-0.007819198266108605,-0.020470878455330153,0.07985519475029325,-0.009438965121385534,0.003900056929632423,-0.050145539826599486,-0.19718215062426822,-0.8263890247907807,-0.012139737627968482,0.12304471986350944,0.004158374061365201,0.008997729783393485,-0.27805500555030244
14.0,1.0,0.3533398002055217,0.030052384665728075,-0.1582245150530531,0.08048639797183538,-0.0009555939329189204,-0.01917863716308895,-0.04273008535536162,-0.02194107604078329,-0.026154254881406554,0.002401501732533541,-0.002112016205982145,-0.00906723267989535,-0.056687836881618256,-0.00826505760726285,0.04598554194646476,-0.011060052059549715,-0.031480460029458424,-0.013525125974908974,-0.013679165594718995,-0.04162117205230287,-0.1760612512724835,-0.7053905400986855,-0.027565895630913422,0.10309067194733029,-0.0018495528382186494,-0.012382534614081904,-0.15321089245240463
15.0,1.0,-0.24549765205969876,-0.2082313166170705,-0.007115013049621883,-0.05933544948867519,-0.037418578480089205,-0.042161023530930576,-0.031155324427365814,-0.01877967102236875,-0.03020235386609704,-0.0050035713008673285,-0.006927525172002737,-0.005827395408899905,-0.06498766042082046,-0.025367596788282494,-0.010905241778714967,-0.014251953481902828,-0.006502354269866945,-0.06269861270644096,-0.007917852208240237,0.004456321164458491,-0.20065019357040523,0.06654713613731625,-0.004408556170243778,0.0038875250106934624,-0.00029446103432192723,-0.04460794573498721,0.06669049886745086
16.0,1.0,-0.06765564524134163,0.01392418999489345,0.012505557542444083,-0.021439416961965302,0.0009028883526729489,-0.011822508503447342,-0.030684221529832613,-0.0017406999159182625,-0.02676368554167501,-0.004604782740909166,-0.005747565262516461,-0.010067691947209008,-0.05065094139423206,-0.022439526732072175,-0.08026778085607768,-0.007899925186434264,-0.020541264334930084,-0.021126717644354392,0.0021607572423878382,0.019930935189575245,-0.13468473866964253,-0.6862177236235422,-0.030359434996526095,-0.020563191777656406,-0.002712059447007007,-0.02656943452524938,-0.29222302501631
17.0,1.0,-0.025622483057040513,0.03544570668130701,0.03320283102283932,-0.058320089702039335,0.06298815338280019,0.03576358437645194,0.008443465681183022,0.10758234952133632,0.18930810422577,-0.012501608897933161,-0.0016089513189618345,0.014119561549088947,0.1468180496072099,0.005532141724272311,0.01784317337257725,0.03465344433968462,0.017188849240993058,0.03095461856660275,0.05025481537902647,-0.026462072592727936,0.24453182628048484,0.5475339987426302,0.06945174520034086,-0.003908535402614743,-0.0009159202871860265,-0.014837306568793231,0.11636022044889723
18.0,1.0,-0.08628106251912715,0.0338131866729023,-0.05631732237495969,-0.09164325227404034,-0.017841848270302853,-0.010765575815305016,-0.015900294679707643,-0.011913842865252603,-0.02593269322266408,-0.01644257337836185,-0.005401691703856865,0.001989755693847015,-0.04515353407483606,-0.006737466998927704,0.018226938638806273,-0.006030218384178216,-0.018646133795547307,-0.003783047979744636,-0.09128259695151901,-0.03338529597239243,0.08010976791648204,0.4135613422300716,-0.04910159665721237,-0.039624221154955695,-0.0009501201416292769,-0.0223774622289876,0.07824071965974314
19.0,1.0,-0.13402458082177002,-0.17016368627349904,-0.06878037093354289,0.05468647575721289,-0.02701928586393283,-0.03831151983196068,0.004239519849776363,-0.02348297373558944,-0.03713120294656973,0.007036716019205791,-0.004868230820864548,-9.016885462872094e-05,0.037032925125018545,-0.02558240199663006,-0.10775210086593967,-0.014451713083009276,0.02839251474253003,-0.0012301626074296026,-0.08424353958187361,-0.04944587719211941,-0.19898727283431863,-0.009710460801589268,-0.045342044437749904,0.014295189606155731,-0.009044438299930548,0.009628132156758456,0.06316721230802697
20.0,1.0,-0.03752306073988187,-0.1670062784929273,-0.0016432526337170524,-0.08443064691061707,0.017399446661668382,0.017481458102778413,-0.016186886908749466,0.004450334288757946,-0.04368724339393704,-0.016760261261228534,-0.0025075290766678267,-0.013802597985837701,0.07318570065210243,-0.011278238744824495,-0.08964821791165499,-0.007127737119984025,-0.01993152906965134,-0.04721966768595364,-0.0671984478228491,-0.029442901170689987,0.05605405803428784,0.5125438047693963,-0.03831157314899601,-0.05958816499025167,-0.0057811772611654644,-0.01777208134700665,0.07547748173557552
21.0,1.0,-0.042731422413117635,0.030934901426017423,0.0020192121187062213,-0.07109972157709525,-0.014160390750136712,0.00756855785110874,0.08312007515399022,0.08311354895635494,-0.02125173960781575,-0.015935373676635244,-0.0028735445010860364,0.012743842163033568,0.04022816428872694,0.0007001787414720762,0.050885953674418914,0.004796648874266528,0.06750456405574545,0.0020785000392811075,-0.028703398528384678,-0.0288420886760288,0.09727794773559445,0.47609927480835584,0.004701282903880101,-0.019694434435367916,-0.0013974252661148518,-0.02074177838274982,0.08841186379018019
22.0,1.0,-0.09265527251990266,-0.16316825207818758,0.009908816526511717,-0.03011866393809726,0.023050079459358268,-0.007078813347813679,-0.027708731248883223,-0.00583470656269969,-0.029061939079720787,-0.006266561797549363,0.005896435405317584,0.004833187783314329,0.01706753881538037,-0.0028064845025398072,-0.07938549833570964,0.006272887092496528,-0.0099000552273182,-0.004741766483889943,-0.0718880135576788,0.0034129762845531357,-0.16919001501152994,0.027024750051495128,0.012345503277169455,-0.018775856150655527,-0.0022263433252086204,-0.039901326583363025,0.07352986246589766
23.0,1.0,-0.10273776761386125,0.05603298106781776,-0.07044779651501781,0.07630004155594207,-0.023436849303276254,-0.0129698868753691,0.019407075529699155,-0.01574749632200488,-0.02365527709860122,0.02102420612706931,-0.0013450343620486568,0.004216862658318835,0.01280423995891215,-0.00261711984713021,0.01087082878685879,0.010108484706070129,-0.009591034719602778,0.03997163376220671,0.04138039368878212,-0.01436145271722183,-0.14167427429678658,0.07907512643146176,0.0015712625060327193,0.019333161631659684,-0.0034578488721074318,0.017152323458529364,0.11296964848784397
24.0,1.0,-0.12501460065249087,0.05275046164570798,0.023594556899417304,-0.028183513238624593,0.005473886638952764,0.010254515893135897,-0.030495942193775157,-0.014456946275899026,-0.01310845079015873,0.027070171163620493,-0.0021552537584696146,0.01602172807758151,0.019008826966265817,-0.005575104128196519,0.053009954852303,-0.012906888446058131,-0.02442933016191329,0.02157907052795589,0.04111424337249649,0.018169343672517848,-0.11897111296929046,0.09429061369256236,0.025821987461345165,0.0074529618956153225,-0.002825130862354065,0.029493315421330834,0.11982434209093315
25.0,1.0,-0.08225430817721772,0.04151086907806574,0.01135255800526839,-0.018276903544948143,-0.034499217922031936,0.00945740863016798,-0.02605273607952899,-0.013315702787227842,0.00559697966985568,-0.004941334887022253,-0.009370060646330216,0.0019375380341746247,-0.040393570667296534,-0.004229103378902898,0.048633712853819025,0.0006186620772852182,-0.0025595781233974145,0.012962848472215786,0.002478547101428148,0.001429019711868965,-0.0983369191335557,0.08619934257029474,-0.0029283599096382434,-0.01657377160301204,0.00010252762541095321,0.019766426190612384,0.12378782638279649
26.0,1.0,-0.1014359457334669,0.04649350976246401,0.01801576029761201,0.07108999276515893,0.005722236506570285,-0.01147703766973243,-0.03191000942634211,-0.013936914710043213,-0.023863293328063553,0.005762564029067884,-0.00201634603044954,-0.004931480091481925,-0.061013478882174337,-0.009352325091817616,0.005582233069623332,-0.013112324056184836,-0.0046674688651686565,0.023542719466665238,0.03654835406607552,-0.007044846234329216,-0.13577540274605585,0.0803103116219177,0.01661672868756771,0.007130118363759198,-0.00041075827732136097,-0.011235657130268986,0.11949081101314539
27.0,1.0,-0.0760552042475851,0.04516936289131286,0.017335180077466927,0.06600289240988541,0.002796709669804799,-0.008078811812799515,-0.018971545009557816,-0.015114082603866145,-0.023583396533673587,0.006972137200766125,0.008969713597036279,-0.005087327956332103,0.00615392319263212,-0.014705948146776532,0.008847012728776499,0.011580353954553297,-0.011205900829060565,0.03148031881336422,-0.00033450753373869685,0.0205641323679165,-0.11157229559234957,0.06031846759797303,0.0455050593516799,-0.002259016141362335,-0.0017492499202358591,0.023679115589072996,0.11725594656100981
28.0,1.0,0.05324778787428776,0.057815030192027446,0.019338643414269354,-0.044972523692526654,0.009244879243422278,0.011120694216583547,-0.01949088376615636,-0.011998970980432191,-0.011346439622704908,-0.0014842519734065136,0.019090605210677562,0.024088908168601975,0.018213397317288924,-0.0052206638210106305,0.04810817392879624,-0.009922335827055562,-0.0036197012934029256,0.03816320290549491,0.039052219111905775,0.03574332510428239,-0.07585674975060372,0.12832959650059583,0.020993963794953868,-0.0028780636285779407,-0.0025812334992973787,-0.010462692455100123,0.11542168912858247
29.0,1.0,0.059408457196058376,0.049626594128781586,0.02781585452805767,-0.06454596917401352,0.003099261412178752,0.021381710496306022,-0.017903116665363112,-0.011281966951356942,0.0034208967862288395,0.021132691402044216,0.019224774934587466,0.024154078785996753,0.03190899149374205,-0.0012879196469135314,0.03712934416768851,-0.014034341279901094,-0.017926611269405927,0.04163643798671111,0.06522303152546206,0.01250906842269197,0.18967520606304508,0.40541767801447565,0.016833894925585888,0.05540316759877765,-0.004411419881614675,-0.016782403446666892,0.10899208693785947
30.0,1.0,-0.053842872532739956,0.0461185435062919,0.0364146144815367,-0.056790492488488845,-0.002489686899823179,0.014342623043072171,0.045949899646023674,-0.016916095028396867,-0.00860481628973516,-0.004737713027167919,0.018890549479866087,0.036211896093905446,0.027498177035942095,-0.01828757776982042,0.07117670199032373,0.008621012431212266,-0.02522172793417326,0.03770512230179763,0.03710071445648981,0.021606298771495967,0.04568573530878973,0.25444316667028455,0.03710355245128604,-0.01595648803555243,0.0009201991355691486,0.01651404491230342,0.09980543080331392
